lgu_id,lgus_no,lgu_code,lgu_name_ar,city_status,candidate_directorate,candidate_directorate_uuid,evidence_source,evidence_type,confidence,authority_decision,authority_directorate_uuid,authority_directorate_label,authority_reference,authority_effective_date,authority_reviewer,authority_reviewed_at,authority_note,load_eligible
4027c7eb-8556-4aeb-b6fa-73327fcc897c,614,H001-614,بيت مقدوم,موجوده,,,,,NONE,NEEDS_REVIEW,,,,,PALWAKF_NOSOK_AUTHORIZED_ORGANIZATIONAL_REVIEW_V1,2026-09-20,Not approved: evidence remains supporting-only or unresolved; fail-closed.,false
680521a0-31fd-4734-ae46-d20bc37493bd,615,H001-615,بيت ناصيب -بيت ناحين,موجوده,,,,,NONE,NEEDS_REVIEW,,,,,PALWAKF_NOSOK_AUTHORIZED_ORGANIZATIONAL_REVIEW_V1,2026-09-20,Not approved: evidence remains supporting-only or unresolved; fail-closed.,false
a4bca1a4-7f4e-4c7f-8abd-6067f367de24,617,H001-617,بيت نمير -خربه بيت عتير,موجوده,,,,,NONE,NEEDS_REVIEW,,,,,PALWAKF_NOSOK_AUTHORIZED_ORGANIZATIONAL_REVIEW_V1,2026-09-20,Not approved: evidence remains supporting-only or unresolved; fail-closed.,false
35e6491e-f742-467b-a18d-5bb6e8abe187,619,H001-619,تلايه -خربه التباينه,موجوده,,,,,NONE,NEEDS_REVIEW,,,,,PALWAKF_NOSOK_AUTHORIZED_ORGANIZATIONAL_REVIEW_V1,2026-09-20,Not approved: evidence remains supporting-only or unresolved; fail-closed.,false
7528500e-6751-450e-97de-0f7c71724310,620,H001-620,جميره -خربه جمير,موجوده,,,,,NONE,NEEDS_REVIEW,,,,,PALWAKF_NOSOK_AUTHORIZED_ORGANIZATIONAL_REVIEW_V1,2026-09-20,Not approved: evidence remains supporting-only or unresolved; fail-closed.,false
172b9c51-f070-4c95-87a9-6fac07ddd77f,621,H001-621,جنابا,موجوده,,,,,NONE,NEEDS_REVIEW,,,,,PALWAKF_NOSOK_AUTHORIZED_ORGANIZATIONAL_REVIEW_V1,2026-09-20,Not approved: evidence remains supporting-only or unresolved; fail-closed.,false
83b8ad08-9bdb-4de5-a6e8-84eab25d7bfc,622,H001-622,حرثا -حرنا,موجوده,,,,,NONE,NEEDS_REVIEW,,,,,PALWAKF_NOSOK_AUTHORIZED_ORGANIZATIONAL_REVIEW_V1,2026-09-20,Not approved: evidence remains supporting-only or unresolved; fail-closed.,false
e386df63-ae7f-446c-b2eb-d80783fedeff,623,H001-623,حسكا,موجوده,,,,,NONE,NEEDS_REVIEW,,,,,PALWAKF_NOSOK_AUTHORIZED_ORGANIZATIONAL_REVIEW_V1,2026-09-20,Not approved: evidence remains supporting-only or unresolved; fail-closed.,false
8b0d6095-6dc1-4b86-9d04-06ca21e08bbc,624,H001-624,حمر -خربه جبر,موجوده,,,,,NONE,NEEDS_REVIEW,,,,,PALWAKF_NOSOK_AUTHORIZED_ORGANIZATIONAL_REVIEW_V1,2026-09-20,Not approved: evidence remains supporting-only or unresolved; fail-closed.,false
8e2a609d-3cda-4e64-b7cd-e93afbd79974,625,H001-625,حمصه,موجوده,,,,,NONE,NEEDS_REVIEW,,,,,PALWAKF_NOSOK_AUTHORIZED_ORGANIZATIONAL_REVIEW_V1,2026-09-20,Not approved: evidence remains supporting-only or unresolved; fail-closed.,false
046ecfb4-f305-4048-bbf8-85c3d01bd043,626,H001-626,خربه طوبا,موجوده,,,,,NONE,NEEDS_REVIEW,,,,,PALWAKF_NOSOK_AUTHORIZED_ORGANIZATIONAL_REVIEW_V1,2026-09-20,Not approved: evidence remains supporting-only or unresolved; fail-closed.,false
085bb11f-fb8f-433e-88b7-afbaead795b2,627,H001-627,خربه عزيز - العزيز - اعزيز - كفر عزيز,موجوده,,,,,NONE,NEEDS_REVIEW,,,,,PALWAKF_NOSOK_AUTHORIZED_ORGANIZATIONAL_REVIEW_V1,2026-09-20,Not approved: evidence remains supporting-only or unresolved; fail-closed.,false
24e9722f-2a29-4fc3-b00e-c29dcf5b656b,629,H001-629,خله الضبع-مسافر يطا,موجوده,Yatta,7e391f77-ded8-4ea8-b0eb-d518507ff194,SRC_YATTA_PLAN_2023_2026,GEOGRAPHIC_SUPPORT_ONLY,LOW,NEEDS_REVIEW,,,,,PALWAKF_NOSOK_AUTHORIZED_ORGANIZATIONAL_REVIEW_V1,2026-09-20,Not approved: evidence remains supporting-only or unresolved; fail-closed.,false
b91b8a50-5afc-4ddc-9c7d-ff19fd198067,630,H001-630,خله العقد- الصره -دورا,موجوده,,,,,NONE,NEEDS_REVIEW,,,,,PALWAKF_NOSOK_AUTHORIZED_ORGANIZATIONAL_REVIEW_V1,2026-09-20,Not approved: evidence remains supporting-only or unresolved; fail-closed.,false
e9576557-c7d2-4bbf-8d18-3ef5c10d0016,632,H001-632,دير السلام -خربه سلمى,موجوده,,,,,NONE,NEEDS_REVIEW,,,,,PALWAKF_NOSOK_AUTHORIZED_ORGANIZATIONAL_REVIEW_V1,2026-09-20,Not approved: evidence remains supporting-only or unresolved; fail-closed.,false
4415ed8d-50dd-4984-bdb4-b3abf95a1869,633,H001-633,دير الميس -خربه ام الميس,موجوده,,,,,NONE,NEEDS_REVIEW,,,,,PALWAKF_NOSOK_AUTHORIZED_ORGANIZATIONAL_REVIEW_V1,2026-09-20,Not approved: evidence remains supporting-only or unresolved; fail-closed.,false
cf2bf4e1-c8c6-4d0f-bcca-7717e416eeb2,636,H001-636,رابيا,موجوده,,,,,NONE,NEEDS_REVIEW,,,,,PALWAKF_NOSOK_AUTHORIZED_ORGANIZATIONAL_REVIEW_V1,2026-09-20,Not approved: evidence remains supporting-only or unresolved; fail-closed.,false
1a085bb8-5421-412f-bd1e-89509db28aed,637,H001-637,رافع -رافعه,موجوده,,,,,NONE,NEEDS_REVIEW,,,,,PALWAKF_NOSOK_AUTHORIZED_ORGANIZATIONAL_REVIEW_V1,2026-09-20,Not approved: evidence remains supporting-only or unresolved; fail-closed.,false
fa06d8ae-3919-43e7-9820-69aea802f462,639,H001-639,رقعه,موجوده,,,,,NONE,NEEDS_REVIEW,,,,,PALWAKF_NOSOK_AUTHORIZED_ORGANIZATIONAL_REVIEW_V1,2026-09-20,Not approved: evidence remains supporting-only or unresolved; fail-closed.,false
14babf6a-21e5-475b-ab3c-f0265346b82e,640,H001-640,ريحيه,موجوده,,,,,NONE,NEEDS_REVIEW,,,,,PALWAKF_NOSOK_AUTHORIZED_ORGANIZATIONAL_REVIEW_V1,2026-09-20,Not approved: evidence remains supporting-only or unresolved; fail-closed.,false
5f5dc72f-5ccc-4547-ae08-c02a83680b32,643,H001-643,زيفا,موجوده,,,,,NONE,NEEDS_REVIEW,,,,,PALWAKF_NOSOK_AUTHORIZED_ORGANIZATIONAL_REVIEW_V1,2026-09-20,Not approved: evidence remains supporting-only or unresolved; fail-closed.,false
3c0a52b1-e58c-4f7d-a088-df7cfa24aca8,644,H001-644,زين,موجوده,,,,,NONE,NEEDS_REVIEW,,,,,PALWAKF_NOSOK_AUTHORIZED_ORGANIZATIONAL_REVIEW_V1,2026-09-20,Not approved: evidence remains supporting-only or unresolved; fail-closed.,false
a8a3ab91-261a-4c74-b0f4-9a7daae0b685,645,H001-645,سلامه,موجوده,South Hebron,7270d37a-6eca-4fd4-8abe-0164022f9a80,SRC_SH_HAJJ_WINNERS_2026_KHIRBET_SALAMA_ALIAS_PENDING,CURRENT_HAJJ_JURISDICTION_ALIAS_REVIEW,MEDIUM,NEEDS_REVIEW,,,,,PALWAKF_NOSOK_AUTHORIZED_ORGANIZATIONAL_REVIEW_V1,2026-09-20,Not approved: evidence remains supporting-only or unresolved; fail-closed.,false
f2e3031a-d2cc-4d68-8dbf-3926eefcc2d2,646,H001-646,سوبا,موجوده,,,,,NONE,NEEDS_REVIEW,,,,,PALWAKF_NOSOK_AUTHORIZED_ORGANIZATIONAL_REVIEW_V1,2026-09-20,Not approved: evidence remains supporting-only or unresolved; fail-closed.,false
898d697d-496e-452b-97ba-15c1731084e5,647,H001-647,شويكه بني صبرا,موجوده,,,,,NONE,NEEDS_REVIEW,,,,,PALWAKF_NOSOK_AUTHORIZED_ORGANIZATIONAL_REVIEW_V1,2026-09-20,Not approved: evidence remains supporting-only or unresolved; fail-closed.,false
3277ddea-1695-44ba-8f49-ed0c700e7a26,648,H001-648,شويكه بني قيس,موجوده,,,,,NONE,NEEDS_REVIEW,,,,,PALWAKF_NOSOK_AUTHORIZED_ORGANIZATIONAL_REVIEW_V1,2026-09-20,Not approved: evidence remains supporting-only or unresolved; fail-closed.,false
2d2d6985-0e0e-4ba5-8079-252a540a688e,649,H001-649,شويكه-الخليل,موجوده,,,,,NONE,NEEDS_REVIEW,,,,,PALWAKF_NOSOK_AUTHORIZED_ORGANIZATIONAL_REVIEW_V1,2026-09-20,Not approved: evidence remains supporting-only or unresolved; fail-closed.,false
3a516c5a-e484-4da3-9425-56051dbe5e74,650,H001-650,صافا,موجوده,,,,,NONE,NEEDS_REVIEW,,,,,PALWAKF_NOSOK_AUTHORIZED_ORGANIZATIONAL_REVIEW_V1,2026-09-20,Not approved: evidence remains supporting-only or unresolved; fail-closed.,false
3865fc26-b441-407d-becf-19bc028dd94c,651,H001-651,طواس,موجوده,,,,,NONE,NEEDS_REVIEW,,,,,PALWAKF_NOSOK_AUTHORIZED_ORGANIZATIONAL_REVIEW_V1,2026-09-20,Not approved: evidence remains supporting-only or unresolved; fail-closed.,false
21e5f771-3921-4aae-8f83-b7f15fb87d42,652,H001-652,عاناب,موجوده,,,,,NONE,NEEDS_REVIEW,,,,,PALWAKF_NOSOK_AUTHORIZED_ORGANIZATIONAL_REVIEW_V1,2026-09-20,Not approved: evidence remains supporting-only or unresolved; fail-closed.,false
d5721c21-22af-487e-89c3-c73c57a88441,653,H001-653,عبد الميا -سور,موجوده,,,,,NONE,NEEDS_REVIEW,,,,,PALWAKF_NOSOK_AUTHORIZED_ORGANIZATIONAL_REVIEW_V1,2026-09-20,Not approved: evidence remains supporting-only or unresolved; fail-closed.,false
9332d949-cdad-4e3b-8fa1-494b699a03e9,654,H001-654,عتير,موجوده,,,,,NONE,NEEDS_REVIEW,,,,,PALWAKF_NOSOK_AUTHORIZED_ORGANIZATIONAL_REVIEW_V1,2026-09-20,Not approved: evidence remains supporting-only or unresolved; fail-closed.,false
03cb5194-a1ff-48fb-8924-3d415aa6ca76,656,H001-656,عرا -عراد,موجوده,,,,,NONE,NEEDS_REVIEW,,,,,PALWAKF_NOSOK_AUTHORIZED_ORGANIZATIONAL_REVIEW_V1,2026-09-20,Not approved: evidence remains supporting-only or unresolved; fail-closed.,false
20a1fb6e-325c-47bc-a9ab-8f0770700fc6,657,H001-657,عطاره - عتير,موجوده,,,,,NONE,NEEDS_REVIEW,,,,,PALWAKF_NOSOK_AUTHORIZED_ORGANIZATIONAL_REVIEW_V1,2026-09-20,Not approved: evidence remains supporting-only or unresolved; fail-closed.,false
d7778042-f3c2-4f10-98d5-55f6dd1ac5b7,658,H001-658,عناد -عباد,موجوده,,,,,NONE,NEEDS_REVIEW,,,,,PALWAKF_NOSOK_AUTHORIZED_ORGANIZATIONAL_REVIEW_V1,2026-09-20,Not approved: evidence remains supporting-only or unresolved; fail-closed.,false
970753f0-ce29-496d-80fc-356235e8aad0,659,H001-659,عنبر -خربه العتر,موجوده,,,,,NONE,NEEDS_REVIEW,,,,,PALWAKF_NOSOK_AUTHORIZED_ORGANIZATIONAL_REVIEW_V1,2026-09-20,Not approved: evidence remains supporting-only or unresolved; fail-closed.,false
ee1677b6-0c54-4208-8e48-887980399f1a,660,H001-660,عنطول,موجوده,,,,,NONE,NEEDS_REVIEW,,,,,PALWAKF_NOSOK_AUTHORIZED_ORGANIZATIONAL_REVIEW_V1,2026-09-20,Not approved: evidence remains supporting-only or unresolved; fail-closed.,false
b4c9e0de-fb27-41a3-b319-9ea5e2a7584e,661,H001-661,غرب -خربه عرب   -حصه وربع,موجوده,,,,,NONE,NEEDS_REVIEW,,,,,PALWAKF_NOSOK_AUTHORIZED_ORGANIZATIONAL_REVIEW_V1,2026-09-20,Not approved: evidence remains supporting-only or unresolved; fail-closed.,false
6b658fa7-488d-472c-ba64-504321f40ab3,662,H001-662,فران -حران,موجوده,,,,,NONE,NEEDS_REVIEW,,,,,PALWAKF_NOSOK_AUTHORIZED_ORGANIZATIONAL_REVIEW_V1,2026-09-20,Not approved: evidence remains supporting-only or unresolved; fail-closed.,false
106fe2e0-58b4-4fbe-9009-4a1fb3465bfb,663,H001-663,فقيقيس,موجوده,South Hebron,7270d37a-6eca-4fd4-8abe-0164022f9a80,SRC_SH_HAJJ_WINNERS_2026,DIRECT_CURRENT_HAJJ_JURISDICTION_EVIDENCE,HIGH,APPROVED,7270d37a-6eca-4fd4-8abe-0164022f9a80,South Hebron,SRC_SH_HAJJ_WINNERS_2026,2026-09-20,PALWAKF_NOSOK_AUTHORIZED_ORGANIZATIONAL_REVIEW_V1,2026-09-20,Approved by authorized organizational review based on direct authority evidence matrix.,true
d59df1d0-386f-4074-91ba-571303755b99,664,H001-664,قريه -مزرعه قريه  -خربه القريتين,موجوده,,,,,NONE,NEEDS_REVIEW,,,,,PALWAKF_NOSOK_AUTHORIZED_ORGANIZATIONAL_REVIEW_V1,2026-09-20,Not approved: evidence remains supporting-only or unresolved; fail-closed.,false
ea15bb3d-aa39-4bcc-b5a1-ab65a53e8ac7,665,H001-665,قلقس,موجوده,,,,,NONE,NEEDS_REVIEW,,,,,PALWAKF_NOSOK_AUTHORIZED_ORGANIZATIONAL_REVIEW_V1,2026-09-20,Not approved: evidence remains supporting-only or unresolved; fail-closed.,false
86138324-c097-4ab4-ae6f-6248e43612a0,666,H001-666,قوسيا -برقوسيا,موجوده,,,,,NONE,NEEDS_REVIEW,,,,,PALWAKF_NOSOK_AUTHORIZED_ORGANIZATIONAL_REVIEW_V1,2026-09-20,Not approved: evidence remains supporting-only or unresolved; fail-closed.,false
e3ff387d-2d7d-4432-a6dd-c2bbb339c565,667,H001-667,قولس -خربه النبي بولص,موجوده,,,,,NONE,NEEDS_REVIEW,,,,,PALWAKF_NOSOK_AUTHORIZED_ORGANIZATIONAL_REVIEW_V1,2026-09-20,Not approved: evidence remains supporting-only or unresolved; fail-closed.,false
a72dd061-4907-4752-b5ef-28ffc868e0e3,669,H001-669,كرزه,موجوده,South Hebron,7270d37a-6eca-4fd4-8abe-0164022f9a80,SRC_SH_LOCAL_COUNCILS_EVENT_2017,LOCAL_OPERATIONAL_SUPPORT,MEDIUM,NEEDS_REVIEW,,,,,PALWAKF_NOSOK_AUTHORIZED_ORGANIZATIONAL_REVIEW_V1,2026-09-20,Not approved: evidence remains supporting-only or unresolved; fail-closed.,false
d060b96d-c919-4488-9d6c-c670589c2f9f,670,H001-670,كسير,موجوده,,,,,NONE,NEEDS_REVIEW,,,,,PALWAKF_NOSOK_AUTHORIZED_ORGANIZATIONAL_REVIEW_V1,2026-09-20,Not approved: evidence remains supporting-only or unresolved; fail-closed.,false
f6d0f627-4bc6-40ee-b16b-7648c389f8c9,671,H001-671,لوانه,موجوده,,,,,NONE,NEEDS_REVIEW,,,,,PALWAKF_NOSOK_AUTHORIZED_ORGANIZATIONAL_REVIEW_V1,2026-09-20,Not approved: evidence remains supporting-only or unresolved; fail-closed.,false
96180633-24c4-4773-a9d3-fbe7fa159373,672,H001-672,مبطوليه -قيطونه,موجوده,,,,,NONE,NEEDS_REVIEW,,,,,PALWAKF_NOSOK_AUTHORIZED_ORGANIZATIONAL_REVIEW_V1,2026-09-20,Not approved: evidence remains supporting-only or unresolved; fail-closed.,false
ae062dc7-c6b6-474e-bab7-26a909f3fb53,673,H001-673,مراب -قريه غراب,موجوده,,,,,NONE,NEEDS_REVIEW,,,,,PALWAKF_NOSOK_AUTHORIZED_ORGANIZATIONAL_REVIEW_V1,2026-09-20,Not approved: evidence remains supporting-only or unresolved; fail-closed.,false
33648fce-abdc-4891-ba33-ae18bc29a3e1,674,H001-674,مراح البقار- الصره-دورا,موجوده,,,,,NONE,NEEDS_REVIEW,,,,,PALWAKF_NOSOK_AUTHORIZED_ORGANIZATIONAL_REVIEW_V1,2026-09-20,Not approved: evidence remains supporting-only or unresolved; fail-closed.,false
bfc39174-091b-4ba8-be9b-f6c24cac8c00,675,H001-675,مرخه -مرقه -خربه مورق,موجوده,,,,,NONE,NEEDS_REVIEW,,,,,PALWAKF_NOSOK_AUTHORIZED_ORGANIZATIONAL_REVIEW_V1,2026-09-20,Not approved: evidence remains supporting-only or unresolved; fail-closed.,false
d565ae33-2338-4cff-b173-6c898db08752,676,H001-676,مزرعه ارجوم الخليل,موجوده,,,,,NONE,NEEDS_REVIEW,,,,,PALWAKF_NOSOK_AUTHORIZED_ORGANIZATIONAL_REVIEW_V1,2026-09-20,Not approved: evidence remains supporting-only or unresolved; fail-closed.,false
0f41beb1-4ef2-4c1a-ae03-c38b0053552d,677,H001-677,مزرعه ام رقيبه,موجوده,,,,,NONE,NEEDS_REVIEW,,,,,PALWAKF_NOSOK_AUTHORIZED_ORGANIZATIONAL_REVIEW_V1,2026-09-20,Not approved: evidence remains supporting-only or unresolved; fail-closed.,false
a33a790d-7436-4927-97e7-53d0f22ce629,678,H001-678,مزرعه بير عريكه,موجوده,,,,,NONE,NEEDS_REVIEW,,,,,PALWAKF_NOSOK_AUTHORIZED_ORGANIZATIONAL_REVIEW_V1,2026-09-20,Not approved: evidence remains supporting-only or unresolved; fail-closed.,false
b74ce761-9f7a-4eca-ac57-e458aa22ef88,679,H001-679,مزرعه دير الرام -الخليل,موجوده,,,,,NONE,NEEDS_REVIEW,,,,,PALWAKF_NOSOK_AUTHORIZED_ORGANIZATIONAL_REVIEW_V1,2026-09-20,Not approved: evidence remains supporting-only or unresolved; fail-closed.,false
630ae311-def2-4ac4-bea7-aa62084102de,680,H001-680,مزرعه عناب الصغيره,موجوده,South Hebron,7270d37a-6eca-4fd4-8abe-0164022f9a80,SRC_SH_ENNAB_AL_SAGHIRA_2025_DIRECTORATE_VISIT,CURRENT_INSTITUTIONAL_SUPPORT,HIGH,NEEDS_REVIEW,,,,,PALWAKF_NOSOK_AUTHORIZED_ORGANIZATIONAL_REVIEW_V1,2026-09-20,Not approved: evidence remains supporting-only or unresolved; fail-closed.,false
2fda95ef-3705-487f-b2e4-6d04fd7c66d1,681,H001-681,مزرعه مجدل فضيل النصارى,موجوده,,,,,NONE,NEEDS_REVIEW,,,,,PALWAKF_NOSOK_AUTHORIZED_ORGANIZATIONAL_REVIEW_V1,2026-09-20,Not approved: evidence remains supporting-only or unresolved; fail-closed.,false
a6c18120-02de-4e22-9d28-7bd01d889984,682,H001-682,مزرعه وادي عزيز,موجوده,,,,,NONE,NEEDS_REVIEW,,,,,PALWAKF_NOSOK_AUTHORIZED_ORGANIZATIONAL_REVIEW_V1,2026-09-20,Not approved: evidence remains supporting-only or unresolved; fail-closed.,false
b6ad3761-6148-4948-8799-ca10c4d3a6f2,684,H001-684,وادي الخليل,موجوده,,,,,NONE,NEEDS_REVIEW,,,,,PALWAKF_NOSOK_AUTHORIZED_ORGANIZATIONAL_REVIEW_V1,2026-09-20,Not approved: evidence remains supporting-only or unresolved; fail-closed.,false
